T_32,T_37,T_43,T_47,T_50,T_53,T_55,T_56,T_57,T_63,T_67,T_80,T_82,T_83,T_99,T_106,T_110,T_SC,T_32_NM,T_37_NM,T_43_NM,T_47_NM,T_50_NM,T_53_NM,T_55_NM,T_56_NM,T_57_NM,T_63_NM,T_67_NM,T_80_NM,T_82_NM,T_83_NM,T_99_NM,T_106_NM,T_110_NM,T_SC_NM
28,1,2,2,2,0,0,5747,4798,6.92,0,2,2,5272.50 ,36.67 ,1,1,54.87,0.120930233,1,0.285714286,0.285714286,0.044444444,0,0,0.03892682,0.036992776,0.498015873,0,1,0.012738854,0.038022334,0.010171059,1,1,0.199363213
12,1,4,2,1,2,0,5306,4080,6.92,64,2,3,4693.00 ,53.67 ,0,1,57.04,0.046511628,1,0.571428571,0.285714286,0.022222222,0.047619048,0,0.035939744,0.031456966,0.498015873,0.033143449,1,0.01910828,0.033843303,0.014886731,0,1,0.252510409
11,0,0,0,0,0,0,4799,5028,7.67,0,0,0,4913.50 ,0.00 ,0,0,60.84,0.041860465,0,0,0,0,0,0,0.032505622,0.038766085,0.547619048,0,0,0,0.035433426,0,0,0,0.345579231
9,0,0,0,0,0,0,6666,2058,6.22,0,0,0,4362.00 ,0.00 ,0,0,50.4,0.03255814,0,0,0,0,0,0,0.045151589,0.015867264,0.451719577,0,0,0,0.031456315,0,0,0,0.089884889
9,0,0,0,1,0,0,6941,6388,5.03,0,0,1,6664.50 ,0.00 ,0,0,64.86,0.03255814,0,0,0,0.022222222,0,0,0.047014278,0.049251741,0.373015873,0,0,0.006369427,0.048060663,0,0,0,0.444036248
4,0,0,0,0,2,0,337,894,6.92,0,0,3,615.50 ,95.00 ,0,1,59.92,0.009302326,0,0,0,0,0.047619048,0,0.002282641,0.006892776,0.498015873,0,0,0.01910828,0.004438643,0.026352288,0,1,0.323046779
17,0,5,1,3,18,0,3327,3720,6.92,208,1,27,3523.50 ,373.00 ,1,1,64.1,0.069767442,0,0.714285714,0.142857143,0.066666667,0.428571429,0,0.022535154,0.028681352,0.498015873,0.107716209,0.5,0.171974522,0.02540952,0.103467406,1,1,0.425422483
207,1,3,3,9,38,0,60966,45667,7.67,0,2,47,53316.50 ,156.00 ,1,1,85.55,0.953488372,1,0.428571429,0.428571429,0.2,0.904761905,0,0.412948061,0.352094433,0.547619048,0,1,0.299363057,0.384488907,0.043273232,1,1,0.950771492
4,0,0,0,0,0,0,946,873,6.92,0,0,0,909.50 ,0.00 ,0,0,63.66,0.009302326,0,0,0,0,0,0,0.006407651,0.006730866,0.498015873,0,0,0,0.006558808,0,0,0,0.414646094
7,0,0,0,0,0,0,0,0,7.52,0,0,0,0.00 ,45.00 ,0,1,62.3,0.023255814,0,0,0,0,0,0,0,0,0.537698413,0,0,0,0,0.012482663,0,1,0.381337252
11,0,5,2,0,2,0,1724,1698,7.52,86,1,2,1711.00 ,68.67 ,1,1,70,0.041860465,0,0.714285714,0.285714286,0,0.047619048,0,0.011677369,0.013091649,0.537698413,0.04453651,0.5,0.012738854,0.012338779,0.019047619,1,1,0.569924075
4,0,0,0,0,1,0,88,74,6.92,0,0,1,81.00 ,0.00 ,0,0,52.71,0.009302326,0,0,0,0,0.023809524,0,0.000596061,0.000570543,0.498015873,0,0,0.006369427,0.000584127,0,0,0,0.146460936
174,1,3,4,13,16,0,109541,67047,7.52,0,1,35,88294.00 ,169.00 ,1,1,73.1,0.8,1,0.428571429,0.571428571,0.288888889,0.380952381,0,0.741966729,0.516935105,0.537698413,0,0.5,0.222929936,0.636727159,0.046879334,1,1,0.645848641
7,0,0,0,0,0,0,427,329,4.16,0,0,0,378.00 ,0.00 ,0,0,58.69,0.023255814,0,0,0,0,0,0,0.002892249,0.002536603,0.31547619,0,0,0,0.002725925,0,0,0,0.292921871
5,0,5,0,0,0,0,729,1088,6.92,62,0,0,908.50 ,20.67 ,0,1,63.69,0.013953488,0,0.714285714,0,0,0,0,0.00493782,0.008388524,0.498015873,0.032107716,0,0,0.006551596,0.005732779,0,1,0.415380847
14,0,0,0,0,2,0,1050,1722,6.92,0,0,3,1386.00 ,133.00 ,0,1,57.17,0.055813953,0,0,0,0,0.047619048,0,0.007112086,0.01327669,0.498015873,0,0,0.01910828,0.00999506,0.036893204,0,1,0.255694342
76,0,4,1,0,2,0,43107,20008,7.52,52,1,5,31557.50 ,56.00 ,1,1,64.27,0.344186047,0,0.571428571,0.142857143,0,0.047619048,0,0.29198163,0.154262496,0.537698413,0.026929052,0.5,0.031847134,0.227575116,0.015533981,1,1,0.429586089
6,0,0,0,0,0,0,900,959,7.52,0,0,0,929.50 ,0.00 ,0,0,52.95,0.018604651,0,0,0,0,0,0,0.006096074,0.007393929,0.537698413,0,0,0,0.006703036,0,0,0,0.152338966
10,0,0,0,1,0,0,6515,2768,7.52,0,0,1,4641.50 ,0.00 ,0,0,64.2,0.037209302,0,0,0,0.022222222,0,0,0.044128803,0.021341393,0.537698413,0,0,0.006369427,0.033471913,0,0,0,0.427871663
12,0,0,0,0,0,0,1113,3557,4.39,0,0,0,2335.00 ,0.00 ,0,0,52.47,0.046511628,0,0,0,0,0,0,0.007538812,0.027424615,0.330687831,0,0,0,0.01683872,0,0,0,0.140582905
5,0,0,0,0,0,0,1944,1960,4.3,0,0,0,1952.00 ,0.00 ,0,0,57.11,0.013953488,0,0,0,0,0,0,0.01316752,0.01511168,0.32473545,0,0,0,0.014076737,0,0,0,0.254224835
12,0,4,1,0,0,0,2716,3793,7.52,106,1,0,3254.50 ,35.33 ,1,1,65.99,0.046511628,0,0.571428571,0.142857143,0,0,0,0.018396597,0.029244185,0.537698413,0.054893837,0.5,0,0.023469642,0.009801202,1,1,0.471711976
27,1,1,4,6,6,0,4960,1181,8.83,0,2,12,3070.50 ,0.00 ,1,0,76.03,0.11627907,1,0.142857143,0.571428571,0.133333333,0.142857143,0,0.033596142,0.009105558,0.624338624,0,1,0.076433121,0.022142736,0,1,0,0.717609601
13,0,0,1,1,0,0,7552,6584,4.3,0,0,1,7068.00 ,0.00 ,0,0,63.34,0.051162791,0,0,0.142857143,0.022222222,0,0,0.051152835,0.050762909,0.32473545,0,0,0.006369427,0.05097048,0,0,0,0.406808719
6,0,3,0,0,0,0,744,1411,7.52,27,0,0,1077.50 ,17.33 ,0,1,58.88,0.018604651,0,0.428571429,0,0,0,0,0.005039421,0.010878868,0.537698413,0.013982393,0,0,0.00777033,0.004808137,0,1,0.297575312
13,0,5,2,2,0,0,3154,3016,7.52,0,0,2,3085.00 ,0.00 ,1,0,74.65,0.051162791,0,0.714285714,0.285714286,0.044444444,0,0,0.021363353,0.023253483,0.537698413,0,0,0.012738854,0.022247302,0,1,0,0.683810923
6,0,5,1,2,1,0,218,305,7.52,0,1,3,261.50 ,0.00 ,1,0,75.35,0.018604651,0,0.714285714,0.142857143,0.044444444,0.023809524,0,0.001476605,0.002351562,0.537698413,0,0.5,0.01910828,0.001885792,0,1,0,0.70095518
24,0,2,1,1,1,0,9,33,14.51,8,1,2,21.00 ,70.00 ,1,1,74.17,0.102325581,0,0.285714286,0.142857143,0.022222222,0.023809524,0,6.09607E-05,0.000254431,1,0.004142931,0.5,0.012738854,0.00015144,0.019417476,1,1,0.672054862
54,0,5,1,2,4,0,1,1,6.47,522,1,6,1.00 ,3605.00 ,1,1,69.14,0.241860465,0,0.714285714,0.142857143,0.044444444,0.095238095,0,6.77342E-06,7.71004E-06,0.468253968,0.270326256,0.5,0.038216561,7.21144E-06,1,1,1,0.548861132
4,0,0,0,1,1,0,1527,2390,14.51,0,1,8,1958.50 ,0.00 ,0,0,59.92,0.009302326,0,0,0,0.022222222,0.023809524,0,0.010343006,0.018426997,1,0,0.5,0.050955414,0.014123611,0,0,0,0.323046779
25,0,4,3,1,4,0,3727,1867,6.38,149,1,9,2797.00 ,241.00 ,1,1,82.28,0.106976744,0,0.571428571,0.428571429,0.022222222,0.095238095,0,0.02524452,0.014394646,0.462301587,0.077162092,0.5,0.057324841,0.020170406,0.066851595,1,1,0.870683321
20,0,2,4,3,1,0,7776,8140,14.51,4,0,4,7958.00 ,3.00 ,1,1,67.35,0.08372093,0,0.285714286,0.571428571,0.066666667,0.023809524,0,0.05267008,0.062759732,1,0.002071466,0,0.025477707,0.057388664,0.000832178,1,1,0.505020818
8,0,3,0,0,0,0,4161,4690,5.03,71,0,0,4425.50 ,101.33 ,0,1,65.91,0.027906977,0,0.428571429,0,0,0,0,0.028184183,0.036160091,0.373015873,0.036768514,0,0,0.031914242,0.028109108,0,1,0.469752633
7,0,0,0,0,0,0,1238,1047,5.03,0,0,0,1142.50 ,0.00 ,0,0,59.94,0.023255814,0,0,0,0,0,0,0.008385489,0.008072413,0.373015873,0,0,0,0.008239074,0,0,0,0.323536615
5,0,0,0,0,0,0,10856,11027,6.22,0,0,0,10941.50 ,0.00 ,0,0,50.44,0.013953488,0,0,0,0,0,0,0.073532201,0.08501862,0.451719577,0,0,0,0.078904005,0,0,0,0.09086456
5,0,0,0,1,0,0,5168,0,5.03,0,0,1,2584.00 ,0.00 ,0,0,73.05,0.013953488,0,0,0,0.022222222,0,0,0.035005012,0,0.373015873,0,0,0.006369427,0.018634369,0,0,0,0.644624051
6,0,3,0,1,0,0,1846,1835,5.03,0,0,1,1840.50 ,0.00 ,1,0,57.5,0.018604651,0,0.428571429,0,0.022222222,0,0,0.012503725,0.014147925,0.373015873,0,0,0.006369427,0.013272661,0,1,0,0.263776635
67,0,0,0,0,0,0,17752,15172,5.03,0,0,0,16462.00 ,0.00 ,0,0,63.65,0.302325581,0,0,0,0,0,0,0.120241675,0.116976739,0.373015873,0,0,0,0.118714777,0,0,0,0.414401176
24,0,0,0,0,0,0,6353,6126,5.03,0,0,0,6239.50 ,0.00 ,0,0,56.91,0.102325581,0,0,0,0,0,0,0.04303151,0.04723171,0.373015873,0,0,0,0.044995799,0,0,0,0.249326476
4,0,3,1,2,0,0,929,817,5.03,55,1,5,873.00 ,37.33 ,0,1,63.66,0.009302326,0,0.428571429,0.142857143,0.044444444,0,0,0.006292503,0.006299103,0.373015873,0.028482651,0.5,0.031847134,0.00629559,0.010355987,0,1,0.414646094
2,0,0,0,0,0,0,1718,2479,5.03,0,0,0,2098.50 ,0.00 ,0,0,51.95,0,0,0,0,0,0,0,0.011636728,0.019113191,0.373015873,0,0,0,0.015133213,0,0,0,0.127847171
8,0,3,0,0,0,0,4598,4069,5.03,0,0,0,4333.50 ,0.00 ,0,0,62.04,0.027906977,0,0.428571429,0,0,0,0,0.031144165,0.031372156,0.373015873,0,0,0,0.031250789,0,0,0,0.374969385
10,1,4,1,0,6,0,2159,2351,5.03,0,1,6,2255.00 ,23.33 ,1,1,54.66,0.037209302,1,0.571428571,0.142857143,0,0.142857143,0,0.014623804,0.018126306,0.373015873,0,0.5,0.038216561,0.016261804,0.006472492,1,1,0.194219936
22,0,2,3,4,0,0,9117,10299,4.39,0,0,4,9708.00 ,91.00 ,1,1,78.05,0.093023256,0,0.285714286,0.428571429,0.088888889,0,0,0.061753231,0.07940571,0.330687831,0,0,0.025477707,0.07000869,0.025242718,1,1,0.767083027
8,0,2,1,0,0,0,1092,1412,4.39,0,1,0,1252.00 ,23.67 ,1,1,62.76,0.027906977,0,0.285714286,0.142857143,0,0,0,0.00739657,0.010886578,0.330687831,0,0.5,0,0.009028727,0.006564956,1,1,0.392603478
3,0,0,0,1,0,0,17,68,4.39,0,0,1,42.50 ,0.00 ,0,0,52.67,0.004651163,0,0,0,0.022222222,0,0,0.000115148,0.000524283,0.330687831,0,0,0.006369427,0.000306486,0,0,0,0.145481264
6,0,0,0,0,0,0,3399,2205,4.39,0,0,0,2802.00 ,0.00 ,0,0,55.02,0.018604651,0,0,0,0,0,0,0.02302284,0.01700064,0.330687831,0,0,0,0.020206464,0,0,0,0.203036983
24,0,4,2,1,2,0,16501,12045,4.39,0,1,6,14273.00 ,0.00 ,1,0,60.39,0.102325581,0,0.571428571,0.285714286,0.022222222,0.047619048,0,0.111768132,0.092867441,0.330687831,0,0.5,0.038216561,0.102928928,0,1,0,0.334557923
13,0,4,1,3,0,0,839,623,4.39,1,1,3,731.00 ,64.67 ,1,1,68.21,0.051162791,0,0.571428571,0.142857143,0.066666667,0,0,0.005682896,0.004803355,0.330687831,0.000517866,0.5,0.01910828,0.005271565,0.017938049,1,1,0.526083762
11,0,0,0,3,0,0,4689,2808,4.39,0,0,3,3748.50 ,0.00 ,0,0,60.38,0.041860465,0,0,0,0.066666667,0,0,0.031760546,0.021649795,0.330687831,0,0,0.01910828,0.027032095,0,0,0,0.334313005
6,0,0,0,1,0,0,1809,1829,4.39,0,0,1,1819.00 ,0.00 ,0,0,59.12,0.018604651,0,0,0,0.022222222,0,0,0.012253109,0.014101665,0.330687831,0,0,0.006369427,0.013117615,0,0,0,0.303453343
26,0,0,0,0,0,0,3831,2022,4.39,0,0,0,2926.50 ,0.00 ,0,0,57.22,0.111627907,0,0,0,0,0,0,0.025948956,0.015589702,0.330687831,0,0,0,0.021104288,0,0,0,0.256918932
5,0,0,0,0,0,0,840,913,4.39,0,0,0,876.50 ,0.00 ,0,0,58.22,0.013953488,0,0,0,0,0,0,0.005689669,0.007039267,0.330687831,0,0,0,0.00632083,0,0,0,0.281410727
28,0,2,0,0,0,0,9927,6557,4.39,0,0,0,8242.00 ,0.00 ,1,0,68.89,0.120930233,0,0.285714286,0,0,0,0,0.067239698,0.050554737,0.330687831,0,0,0,0.059436714,0,1,0,0.542738183
10,0,0,1,2,0,0,1254,299,7.03,0,1,6,776.50 ,0.00 ,0,0,58.35,0.037209302,0,0,0.142857143,0.044444444,0,0,0.008493863,0.002305302,0.505291005,0,0.5,0.038216561,0.005599686,0,0,0,0.284594661
9,0,0,1,0,0,0,5231,2101,5.55,0,0,0,3666.00 ,1.00 ,0,1,52.13,0.03255814,0,0,0.142857143,0,0,0,0.035431738,0.016198796,0.407407407,0,0,0,0.02643715,0.000277393,0,1,0.132255694
7,0,0,0,0,0,0,1132,1434,5.55,0,0,0,1283.00 ,0.00 ,0,0,56.68,0.023255814,0,0,0,0,0,0,0.007667507,0.011056198,0.407407407,0,0,0,0.009252282,0,0,0,0.243693363
101,0,1,0,0,0,0,56345,21483,5.55,6,0,0,38914.00 ,2.00 ,0,1,61.86,0.460465116,0,0.142857143,0,0,0,0,0.381648108,0.165634806,0.407407407,0.003107198,0,0,0.280626097,0.000554785,0,1,0.370560862
10,0,0,0,4,1,0,4292,3308,6.55,0,0,5,3800.00 ,0.00 ,0,0,72.69,0.037209302,0,0,0,0.088888889,0.023809524,0,0.0290715,0.025504815,0.473544974,0,0,0.031847134,0.027403484,0,0,0,0.635807005
12,0,3,3,2,3,0,2852,2046,3.29,7,0,5,2449.00 ,21.00 ,0,1,62.99,0.046511628,0,0.428571429,0.428571429,0.044444444,0.071428571,0,0.019317782,0.015774743,0.257936508,0.003625065,0,0.031847134,0.017660824,0.005825243,0,1,0.398236591
27,0,4,0,3,0,0,1513,1300,5.24,11,0,3,1406.50 ,5.33 ,0,1,65.01,0.11627907,0,0.571428571,0,0.066666667,0,0,0.010248178,0.010023053,0.386904762,0.00569653,0,0.01910828,0.010142895,0.001479427,0,1,0.447710017
19,0,0,0,0,0,0,2593,2756,4.1,0,0,0,2674.50 ,0.00 ,0,0,62.08,0.079069767,0,0,0,0,0,0,0.017563467,0.021248872,0.311507937,0,0,0,0.019287005,0,0,0,0.375949057
5,0,0,0,0,0,0,5837,2481,4.41,0,0,0,4159.00 ,0.00 ,0,0,57.18,0.013953488,0,0,0,0,0,0,0.039536427,0.019128611,0.332010582,0,0,0,0.029992392,0,0,0,0.25593926
13,0,0,0,1,0,0,1324,1137,2.62,0,0,1,1230.50 ,0.00 ,0,0,63.75,0.051162791,0,0,0,0.022222222,0,0,0.008968002,0.008766316,0.213624339,0,0,0.006369427,0.008873681,0,0,0,0.416850355
9,0,0,4,0,0,0,5217,7241,2.62,60,0,0,6229.00 ,30.33 ,0,1,62.95,0.03255814,0,0,0.571428571,0,0,0,0.03533691,0.055828405,0.213624339,0.031071983,0,0,0.044920079,0.008414239,0,1,0.397256919
142,0,2,4,2,0,0,108692,85109,2.62,0,0,2,96900.50 ,145.33 ,1,1,75.86,0.651162791,0,0.285714286,0.571428571,0.044444444,0,0,0.736216099,0.656193861,0.213624339,0,0,0.012738854,0.698792444,0.040314378,1,1,0.713445996
7,0,0,0,0,0,0,3649,2594,4.41,0,0,0,3121.50 ,0.00 ,0,0,68.14,0.023255814,0,0,0,0,0,0,0.024716194,0.019999846,0.332010582,0,0,0,0.02251052,0,0,0,0.524369336
4,0,0,0,0,0,0,1237,855,2.62,0,0,0,1046.00 ,0.00 ,0,0,64.49,0.009302326,0,0,0,0,0,0,0.008378715,0.006592085,0.213624339,0,0,0,0.00754317,0,0,0,0.434974284
15,0,6,2,1,1,0,3357,3566,2.82,94,1,2,3461.50 ,62.33 ,0,1,68.99,0.060465116,0,0.857142857,0.285714286,0.022222222,0.023809524,0,0.022738356,0.027494005,0.226851852,0.048679441,0.5,0.012738854,0.02496241,0.0172908,0,1,0.545187362
6,0,0,0,0,0,0,1282,2401,4.11,0,0,0,1841.50 ,0.00 ,0,0,58.91,0.018604651,0,0,0,0,0,0,0.008683519,0.018511808,0.312169312,0,0,0,0.013279873,0,0,0,0.298310066
5,0,0,3,1,0,0,1553,3531,4.11,0,0,1,2542.00 ,0.00 ,0,0,52.6,0.013953488,0,0,0.428571429,0.022222222,0,0,0.010519115,0.027224154,0.312169312,0,0,0.006369427,0.018331488,0,0,0,0.143766838
12,0,0,1,0,0,0,8192,9288,4.11,0,0,0,8740.00 ,0.00 ,0,0,60.45,0.046511628,0,0,0.142857143,0,0,0,0.055487821,0.071610859,0.312169312,0,0,0,0.063028013,0,0,0,0.336027431
8,0,0,0,0,0,0,8257,6204,4.35,0,0,0,7230.50 ,0.00 ,0,0,61.57,0.027906977,0,0,0,0,0,0,0.055928093,0.047833093,0.328042328,0,0,0,0.052142339,0,0,0,0.363458241
8,0,0,0,0,0,0,2276,2333,5.83,0,0,0,2304.50 ,0.00 ,0,0,61.72,0.027906977,0,0,0,0,0,0,0.015416294,0.017987525,0.425925926,0,0,0,0.016618771,0,0,0,0.367132011
32,0,0,0,0,1,0,66599,0,4.35,0,0,1,33299.50 ,0.00 ,0,0,72.09,0.139534884,0,0,0,0,0.023809524,0,0.451102712,0,0.328042328,0,0,0.006369427,0.24013745,0,0,0,0.621111928
14,0,2,0,1,0,0,6190,4334,4.1,0,0,1,5262.00 ,31.00 ,0,1,58.73,0.055813953,0,0.285714286,0,0.022222222,0,0,0.041927443,0.033415317,0.311507937,0,0,0.006369427,0.037946614,0.008599168,0,1,0.293901543
3,0,2,0,2,0,0,349,325,4.1,0,0,2,337.00 ,0.00 ,0,0,70.43,0.004651163,0,0.285714286,0,0.044444444,0,0,0.002363922,0.002505763,0.311507937,0,0,0.012738854,0.002430256,0,0,0,0.580455547
6,0,0,0,0,0,0,1841,714,4.1,0,0,0,1277.50 ,0.00 ,0,0,58.53,0.018604651,0,0,0,0,0,0,0.012469858,0.005504969,0.311507937,0,0,0,0.009212619,0,0,0,0.289003184
11,0,0,0,0,0,0,1490,1485,4.1,0,0,0,1487.50 ,0.00 ,0,0,62.47,0.041860465,0,0,0,0,0,0,0.010092389,0.011449411,0.311507937,0,0,0,0.010727022,0,0,0,0.385500857
17,0,0,0,0,0,0,1977,2002,4.1,0,0,0,1989.50 ,0.00 ,0,0,57.96,0.069767442,0,0,0,0,0,0,0.013391043,0.015435502,0.311507937,0,0,0,0.014347166,0,0,0,0.275042861
9,0,0,1,0,0,0,3589,2565,4.1,0,0,0,3077.00 ,0.00 ,0,0,67.09,0.03255814,0,0,0.142857143,0,0,0,0.024309789,0.019776255,0.311507937,0,0,0,0.02218961,0,0,0,0.498652951
6,0,0,2,1,0,0,821,1152,4.1,37,1,1,986.50 ,45.33 ,0,1,61.35,0.018604651,0,0,0.285714286,0.022222222,0,0,0.005560974,0.008881967,0.311507937,0.019161056,0.5,0.006369427,0.007114089,0.012575127,0,1,0.358070047
10,0,0,0,0,0,0,3879,2827,4.1,0,0,0,3353.00 ,0.00 ,0,0,60.77,0.037209302,0,0,0,0,0,0,0.026274079,0.021796285,0.311507937,0,0,0,0.024179969,0,0,0,0.343864805
6,0,0,0,0,0,0,1942,1906,4.1,0,0,0,1924.00 ,0.00 ,0,0,58.17,0.018604651,0,0,0,0,0,0,0.013153973,0.014695338,0.311507937,0,0,0,0.013874817,0,0,0,0.280186138
11,0,0,1,0,0,0,8184,5759,2.22,0,0,0,6971.50 ,0.00 ,0,0,53.03,0.041860465,0,0,0.142857143,0,0,0,0.055433634,0.044402125,0.187169312,0,0,0,0.050274576,0,0,0,0.15429831
12,0,0,0,0,0,0,2367,1766,4.1,0,0,0,2066.50 ,0.00 ,1,0,66.98,0.046511628,0,0,0,0,0,0,0.016032675,0.013615932,0.311507937,0,0,0,0.014902447,0,1,0,0.495958854
13,0,0,0,0,0,0,1573,1123,4.1,0,0,0,1348.00 ,0.00 ,0,0,63.43,0.051162791,0,0,0,0,0,0,0.010654583,0.008658376,0.311507937,0,0,0,0.009721025,0,0,0,0.409012981
4,0,3,2,5,0,0,663,580,4.13,0,1,9,621.50 ,35.67 ,1,1,59.61,0.009302326,0,0.428571429,0.285714286,0.111111111,0,0,0.004490775,0.004471824,0.313492063,0,0.5,0.057324841,0.004481912,0.009893666,1,1,0.315454323
16,0,0,0,1,0,0,1544,1532,4.1,0,0,1,1538.00 ,0.00 ,0,0,67.78,0.065116279,0,0,0,0.022222222,0,0,0.010458154,0.011811782,0.311507937,0,0,0.006369427,0.0110912,0,0,0,0.51555229
7,0,0,0,0,0,0,1763,1693,4.13,0,0,0,1728.00 ,0.00 ,0,0,58.05,0.023255814,0,0,0,0,0,0,0.011941532,0.013053099,0.313492063,0,0,0,0.012461374,0,0,0,0.277247122
21,1,2,2,2,0,0,5265,3216,4.1,0,2,2,4240.50 ,13.00 ,1,1,67.98,0.088372093,1,0.285714286,0.285714286,0.044444444,0,0,0.035662034,0.024795491,0.311507937,0,1,0.012738854,0.030580125,0.003606103,1,1,0.520450649
17,0,4,3,1,0,0,7707,5365,4.1,0,0,1,6536.00 ,0.00 ,1,0,72.62,0.069767442,0,0.571428571,0.428571429,0.022222222,0,0,0.052202715,0.041364369,0.311507937,0,0,0.006369427,0.047133992,0,1,0,0.634092579
16,1,4,2,6,0,0,7085,5920,4.13,0,2,9,6502.50 ,2.00 ,0,1,58.96,0.065116279,1,0.571428571,0.285714286,0.133333333,0,0,0.04798965,0.045643441,0.313492063,0,1,0.057324841,0.046892409,0.000554785,0,1,0.299534656
32,0,0,4,2,0,0,7017,3289,4.13,0,1,2,5153.00 ,23.67 ,0,1,70.82,0.139534884,0,0,0.571428571,0.044444444,0,0,0.047529058,0.025358324,0.313492063,0,0.5,0.012738854,0.037160566,0.006564956,0,1,0.590007348
5,0,0,0,0,0,0,779,774,4.1,0,0,0,776.50 ,0.00 ,0,0,65.48,0.013953488,0,0,0,0,0,0,0.005276491,0.005967572,0.311507937,0,0,0,0.005599686,0,0,0,0.459221161
9,0,0,1,5,1,0,5631,4137,4.1,58,1,9,4884.00 ,26.67 ,0,1,65.45,0.03255814,0,0,0.142857143,0.111111111,0.023809524,0,0.038141104,0.031896439,0.311507937,0.030036251,0.5,0.057324841,0.035220688,0.007397134,0,1,0.458486407
5,0,0,0,0,0,0,734,633,4.1,0,0,0,683.50 ,0.33 ,0,1,67.48,0.013953488,0,0,0,0,0,0,0.004971687,0.004880456,0.311507937,0,0,0,0.004929021,9.24642E-05,0,1,0.508204751
22,0,0,1,0,0,0,3360,3719,4.13,0,0,0,3539.50 ,0.00 ,0,0,66.21,0.093023256,0,0,0.142857143,0,0,0,0.022758677,0.028673642,0.313492063,0,0,0,0.025524903,0,0,0,0.477100171
5,0,0,0,0,0,0,520,0,4.13,0,0,0,260.00 ,14.67 ,0,1,66.09,0.013953488,0,0,0,0,0,0,0.003522176,0,0.313492063,0,0,0,0.001874975,0.004068423,0,1,0.474161156
8,1,0,1,2,0,0,1913,2210,5.83,80,1,2,2061.50 ,31.33 ,0,1,72.89,0.027906977,1,0,0.142857143,0.044444444,0,0,0.012957544,0.01703919,0.425925926,0.041429311,0.5,0.012738854,0.01486639,0.008691632,0,1,0.640705364
6,0,0,0,1,0,0,944,747,4.13,0,0,1,845.50 ,0.00 ,0,0,65.89,0.018604651,0,0,0,0.022222222,0,0,0.006394104,0.0057594,0.313492063,0,0,0.006369427,0.006097275,0,0,0,0.469262797
29,1,0,4,2,0,0,4148,5563,4.13,53,2,2,4855.50 ,39.00 ,0,1,63.18,0.125581395,1,0,0.571428571,0.044444444,0,0,0.028096128,0.042890957,0.313492063,0.027446919,1,0.012738854,0.035015162,0.010818308,0,1,0.402890032
8,0,0,0,0,0,0,1271,1074,4.13,0,0,0,1172.50 ,0.00 ,0,0,63.41,0.027906977,0,0,0,0,0,0,0.008609011,0.008280584,0.313492063,0,0,0,0.008455417,0,0,0,0.408523145
16,0,1,0,0,0,0,5102,6693,4.13,0,0,0,5897.50 ,75.67 ,0,1,70.06,0.065116279,0,0.142857143,0,0,0,0,0.034557967,0.051603303,0.313492063,0,0,0,0.042529486,0.020989367,0,1,0.571393583
