T_07,T_19,T_28,T_32,T_39,T_43,T_46,T_47,T_79,T_80,T_82,T_83,T_101,T_111,T_115,T_SC
0.6 ,2.64,5.76,2,21,0,1,5,8,0,34,448.00 ,0.00 ,0,0,68.44
0.8 ,2.64,5.76,13,21,0,2,0,8,0,0,3218.00 ,0.00 ,0,0,64.46
1.8 ,3.52,5.76,36,23,5,17,4,7,1,8,397.00 ,383.00 ,1,1,87.56
1.0 ,2.64,4.32,19,15,2,3,0,8,0,5,4672.00 ,21.00 ,0,1,63.44
1.0 ,1.76,4.32,8,15,1,2,0,7,0,0,3059.50 ,0.00 ,0,0,58.08
0.8 ,2.64,4.32,7,25,0,3,0,6,0,1,1815.50 ,0.00 ,0,0,65.03
0.4 ,1.76,4.32,12,5,0,1,1,7,1,0,1557.50 ,0.00 ,0,0,51.83
1.0 ,2.64,4.32,16,11,2,3,3,7,1,9,4682.50 ,0.00 ,0,0,63.04
1.0 ,2.64,4.32,9,2,2,1,0,9,0,1,751.50 ,0.00 ,0,0,54.32
1.4 ,3.52,4.32,27,17,4,3,4,8,1,13,10681.00 ,167.00 ,1,1,65.37
0.6 ,3.52,4.32,41,35,0,2,1,9,1,6,7420.00 ,0.50 ,0,1,69
1.0 ,2.64,4.32,25,5,0,2,1,5,1,0,1773.50 ,0.00 ,0,0,52.81
1.0 ,2.64,4.32,15,27,0,2,1,8,1,0,4532.00 ,0.00 ,0,0,69.62
1.4 ,2.64,5.76,10,25,3,5,0,7,0,0,1023.50 ,0.00 ,1,0,66.37
1.8 ,3.52,4.32,12,21,4,3,2,9,1,5,1184.00 ,37.50 ,1,1,68.72
1.0 ,3.52,4.32,7,14,0,4,2,8,1,7,1212.50 ,0.00 ,0,0,65.36
1.2 ,2.64,4.32,4,20,5,2,0,9,0,8,1285.00 ,10.00 ,0,1,71.23
1.4 ,3.52,5.76,15,26,3,3,2,7,1,13,4904.50 ,179.00 ,1,1,78.4
1.2 ,2.64,4.32,5,37,7,2,1,7,0,0,381.50 ,0.00 ,0,0,65.36
1.2 ,2.64,5.04,8,20,2,2,1,8,1,13,896.00 ,36.00 ,1,1,66.96
1.0 ,2.64,5.76,6,38,4,2,0,7,0,2,2507.00 ,0.00 ,0,0,68.93
0.4 ,2.64,4.32,5,30,0,1,0,6,0,0,457.50 ,0.00 ,0,0,58.21
0.8 ,2.64,4.32,6,37,0,1,0,6,0,0,1146.00 ,0.00 ,0,0,63.12
1.2 ,2.64,5.76,7,41,2,2,2,6,1,2,12401.50 ,16.00 ,1,1,70.56
1.4 ,4.4,5.76,10,12,3,4,1,5,1,5,2326.00 ,123.00 ,1,1,75.86
1.8 ,3.52,5.76,7,12,5,3,2,8,1,7,2756.50 ,284.00 ,1,1,73.16
1.2 ,2.64,5.76,14,26,0,3,3,8,1,1,2921.50 ,158.50 ,1,1,76.57
0.4 ,1.76,4.32,14,28,0,1,0,5,0,0,3066.00 ,15.50 ,0,1,57.22
0.4 ,1.76,4.32,10,35,0,2,2,5,0,0,1538.00 ,0.00 ,0,0,61.48
1.0 ,2.64,5.76,10,12,3,4,0,7,0,5,3816.50 ,23.00 ,0,1,57.67
0.4 ,2.64,4.32,6,47,0,1,0,8,0,0,858.50 ,0.00 ,0,0,60.48
0.8 ,2.64,4.32,11,24,0,5,0,6,0,2,1517.00 ,0.00 ,0,0,63.25
1.0 ,2.64,4.32,12,20,0,3,0,5,0,2,2892.00 ,0.00 ,0,0,61.99
1.2 ,3.52,4.32,11,28,1,3,3,3,1,3,1120.00 ,114.50 ,1,1,72.52
0.8 ,2.64,5.76,11,14,0,6,2,8,1,0,6326.50 ,52.00 ,0,1,62.59
1.0 ,2.64,4.32,4,15,4,3,1,8,1,0,744.00 ,27.50 ,0,1,68.33
1.2 ,1.76,4.32,18,19,1,5,2,6,0,0,5935.00 ,171.50 ,1,1,57.17
0.6 ,3.52,4.32,4,27,0,2,1,7,1,0,1124.50 ,0.00 ,0,0,65.1
1.8 ,3.52,5.76,9,18,4,2,2,8,1,2,1162.00 ,55.50 ,1,1,72.37
0.4 ,3.52,4.32,4,24,0,1,0,7,0,2,2520.00 ,85.50 ,0,1,66.6
0.4 ,1.32,3.6,7,33,0,1,0,9,0,0,1397.00 ,0.00 ,0,0,58.14
1.0 ,1.76,5.76,12,27,3,2,0,7,0,0,4399.50 ,99.00 ,0,1,63.95
0.8 ,3.52,4.32,10,16,0,5,0,7,0,3,6716.00 ,11.00 ,0,1,64.54
1.0 ,1.76,4.32,4,19,3,1,0,6,0,0,1314.50 ,33.50 ,0,1,58.06
0.4 ,2.64,4.32,3,24,0,1,0,8,0,0,539.00 ,0.00 ,0,1,62.36
1.8 ,2.64,4.32,12,17,4,4,0,7,0,0,4801.50 ,147.50 ,1,1,61.07
1.2 ,2.64,4.32,6,14,6,2,0,9,0,0,2043.00 ,0.00 ,0,0,55.61
1.0 ,2.64,4.32,5,28,1,2,0,7,0,1,2791.00 ,0.00 ,0,0,63.27
1.0 ,3.52,4.32,16,22,4,7,1,8,1,1,3362.50 ,172.50 ,0,1,69.58
1.8 ,3.52,4.32,13,6,4,4,1,8,1,12,85.00 ,144.00 ,1,1,67.84
0.4 ,1.76,4.32,8,11,0,1,0,8,0,0,1991.50 ,0.00 ,0,0,60.54
1.2 ,3.52,4.32,8,21,1,2,0,9,0,1,2281.50 ,63.00 ,1,1,71.05
1.2 ,2.64,4.32,11,22,2,5,2,7,1,4,1708.00 ,0.50 ,1,1,66
0.8 ,2.64,4.32,11,27,0,2,2,8,0,0,3876.50 ,0.00 ,0,0,60.49
1.2 ,2.64,4.32,5,20,0,2,2,9,1,5,1677.50 ,2.50 ,1,1,66.71
1.0 ,2.64,5.76,23,16,0,4,2,5,1,6,5039.00 ,0.00 ,0,0,59.04
0.8 ,1.76,4.32,4,20,0,3,0,8,0,0,3565.00 ,24.00 ,0,1,57.95
1.8 ,3.52,4.32,10,24,5,7,3,8,1,8,3459.50 ,3.00 ,1,1,67.09
1.8 ,4.4,5.76,68,22,4,7,2,7,1,16,7777.00 ,146.00 ,1,1,77.59
1.4 ,2.64,4.32,10,5,4,6,1,8,1,5,5736.00 ,119.50 ,1,1,60.39
1.2 ,2.64,4.32,9,29,1,3,1,9,1,8,3959.50 ,0.00 ,1,0,67.25
1.2 ,2.64,4.32,7,13,2,3,2,6,1,4,2682.50 ,0.00 ,1,0,64.27
1.0 ,3.52,4.32,9,22,4,4,1,9,1,1,1482.50 ,8.50 ,0,1,66.98
0.4 ,2.64,4.32,7,27,0,2,0,9,0,0,885.00 ,0.00 ,0,0,61.67
0.6 ,2.64,4.32,10,34,0,3,1,9,1,0,2491.00 ,49.50 ,0,1,60.69
1.2 ,3.52,4.32,12,10,1,3,2,6,1,3,1878.00 ,87.50 ,1,1,68.66
1.2 ,2.64,5.76,15,14,2,5,2,9,1,6,2339.50 ,229.50 ,1,1,68.38
1.8 ,3.52,5.76,73,25,6,7,4,8,1,10,13132.50 ,21.00 ,1,1,74.32
0.8 ,3.52,5.76,10,27,0,6,0,7,0,1,9823.00 ,0.00 ,0,0,68.93
0.4 ,2.64,4.32,10,18,0,1,1,9,0,0,7313.00 ,0.00 ,0,0,60.25
1.0 ,3.52,5.76,10,11,1,3,3,6,0,1,1382.50 ,56.50 ,0,1,68.88
1.0 ,3.52,4.32,6,10,3,2,0,7,0,0,2027.00 ,0.00 ,0,0,53.58
1.2 ,3.52,5.76,11,8,5,3,1,7,1,8,2424.00 ,14.50 ,0,1,64.17
0.4 ,2.64,4.32,49,7,0,5,2,6,1,0,4804.00 ,12.50 ,0,1,59.34
0.4 ,2.64,4.32,5,30,0,1,1,8,0,0,1424.50 ,0.00 ,0,0,63.78
1.0 ,3.52,4.32,31,15,0,4,3,6,1,1,4046.00 ,0.00 ,0,0,68.62
1.8 ,2.64,4.32,32,22,5,4,2,8,1,0,4092.00 ,46.50 ,1,1,68.37
1.2 ,2.64,4.32,5,21,0,1,2,7,1,1,2283.00 ,0.00 ,1,0,61.06
0.6 ,1.76,4.32,13,8,0,3,2,6,0,0,1696.00 ,0.00 ,0,0,54.68
1.4 ,2.64,4.32,16,11,3,4,2,8,1,4,1317.50 ,108.00 ,1,1,60.13
0.6 ,2.64,4.32,14,10,0,2,1,9,1,0,15711.00 ,0.00 ,0,1,61.72
0.6 ,1.76,4.32,2,1,0,1,0,9,0,0,1891.00 ,46.50 ,0,1,58.56
1.4 ,3.52,4.32,23,10,3,5,1,5,1,8,1830.00 ,0.00 ,1,0,70.46
1.2 ,2.64,4.32,27,18,6,4,0,5,0,0,5598.00 ,22.50 ,0,1,63.56
0.4 ,2.64,4.32,4,32,0,1,0,3,0,0,615.50 ,0.00 ,0,0,61.81
1.0 ,2.64,4.32,12,6,2,3,2,8,1,4,2940.50 ,16.00 ,0,1,63.87
1.0 ,2.64,4.32,15,14,2,2,2,6,1,2,1554.50 ,37.00 ,0,1,60.8
0.6 ,2.64,4.32,16,18,0,2,0,8,0,6,3669.50 ,0.00 ,0,0,59.57
1.2 ,2.64,5.76,153,13,2,5,1,5,1,56,12969.50 ,100.50 ,1,1,71.38
1.0 ,3.52,4.32,22,49,0,3,0,6,0,2,2493.00 ,5.50 ,0,1,68.76
0.4 ,1.76,4.32,5,23,0,1,0,8,0,0,2303.00 ,0.00 ,0,0,59.26
1.2 ,4.4,5.76,19,17,0,2,4,9,1,9,5082.00 ,0.00 ,1,0,71.83
0.4 ,2.64,4.32,13,39,0,1,0,5,0,0,1620.50 ,0.00 ,0,0,70.92
0.4 ,2.64,5.76,20,19,0,2,0,9,0,0,3080.50 ,0.00 ,0,0,59.16
1.8 ,2.64,4.32,50,34,6,3,0,8,0,10,7013.00 ,0.00 ,1,0,72.26
0.4 ,3.52,4.32,9,3,0,2,0,5,0,2,2396.50 ,6.50 ,0,1,59.46
1.4 ,2.64,4.32,17,26,3,3,3,7,1,12,4175.50 ,83.50 ,1,1,70.71
0.8 ,3.52,4.32,16,19,0,6,0,9,0,1,2489.00 ,0.00 ,0,0,67.86
1.0 ,2.64,4.32,15,29,1,4,3,6,1,24,9802.00 ,9.00 ,0,1,65.75
0.6 ,2.64,4.32,25,18,0,2,0,8,0,0,5119.00 ,0.00 ,0,0,61.86
1.0 ,1.76,4.32,8,10,4,2,0,7,0,0,1248.00 ,22.00 ,0,1,56.19
1.2 ,2.64,4.32,7,17,5,5,0,8,0,1,6368.00 ,0.00 ,0,0,62.3
1.8 ,2.64,5.76,9,6,5,3,1,9,1,13,1744.50 ,85.00 ,1,1,63.1
1.0 ,2.64,4.32,5,9,2,3,0,6,0,19,2362.50 ,36.00 ,0,1,57.9
0.6 ,1.76,3.6,7,29,0,3,1,9,0,1,1438.00 ,0.00 ,0,0,59.55
1.0 ,2.2,4.32,37,27,2,3,2,7,1,1,5200.50 ,96.50 ,0,1,65.72
0.4 ,2.64,5.76,6,17,0,2,1,7,0,1,2456.00 ,0.00 ,0,0,53.27
1.0 ,2.64,4.32,8,22,4,3,0,8,0,0,1338.00 ,0.00 ,0,0,58.59
1.0 ,1.76,4.32,10,18,3,4,0,7,0,0,1306.50 ,0.00 ,0,0,61
0.6 ,2.64,4.32,12,21,0,2,0,9,0,0,1778.50 ,0.00 ,0,0,56.61
0.4 ,3.52,2.88,5,11,0,2,0,6,0,0,0.00 ,0.00 ,0,0,56.97
0.4 ,1.76,4.32,9,9,0,1,0,6,0,0,5390.50 ,0.00 ,0,0,58.6
0.4 ,1.76,4.32,9,17,0,1,0,7,0,0,18777.00 ,0.00 ,0,0,54.15
1.8 ,3.52,5.76,22,8,5,6,3,7,1,10,9295.00 ,224.00 ,1,1,74.22
0.4 ,1.76,4.32,4,17,0,1,0,6,0,0,2143.50 ,0.00 ,0,0,60.87
0.4 ,2.64,5.76,11,11,0,2,1,8,1,1,2575.50 ,0.00 ,0,0,60.73
0.4 ,2.64,5.76,48,23,0,2,2,8,0,1,17179.50 ,0.00 ,0,0,68.2
0.4 ,1.76,5.76,18,12,0,1,0,6,0,0,2437.50 ,0.00 ,0,0,57.32
0.4 ,1.76,4.32,8,18,0,1,0,8,0,0,4247.50 ,0.00 ,0,0,54.05
0.4 ,3.52,4.32,16,18,0,1,0,6,0,0,8185.00 ,0.00 ,0,0,61.27
0.6 ,2.64,5.76,16,17,0,2,0,9,0,0,5351.50 ,0.00 ,0,0,62.6
0.4 ,1.76,4.32,12,13,0,1,0,8,0,0,5300.00 ,0.00 ,0,0,51.97
0.4 ,2.64,5.76,7,6,0,2,0,8,0,0,9505.50 ,0.00 ,0,0,65.8
1.2 ,2.64,4.32,20,10,0,4,0,3,0,0,1286.00 ,0.00 ,1,0,60.79
0.4 ,2.64,4.32,18,11,0,2,0,6,0,0,10973.50 ,0.00 ,0,0,61.08
0.4 ,1.76,2.88,6,20,0,2,0,5,0,0,1876.00 ,0.00 ,0,0,52.38
0.4 ,1.76,4.32,6,30,0,1,0,6,0,0,6149.50 ,0.00 ,0,0,59.66
0.4 ,1.76,2.88,6,17,0,1,0,6,0,0,0.00 ,0.00 ,0,0,47.09
0.4 ,2.64,5.76,11,18,0,1,0,7,0,0,5886.50 ,0.00 ,0,0,69.14
0.4 ,1.76,2.88,5,16,0,1,0,3,0,0,3628.00 ,0.00 ,0,0,47.68
0.8 ,1.76,4.32,17,32,0,3,0,6,0,0,11633.50 ,0.00 ,0,0,62.82
0.4 ,2.64,4.32,9,16,0,2,0,9,0,0,8183.50 ,0.00 ,0,0,63.4
0.4 ,2.64,4.32,13,5,0,2,0,7,0,0,10309.00 ,0.00 ,0,0,62.95
0.6 ,2.64,4.32,11,2,0,2,0,5,0,0,0.00 ,0.00 ,0,0,54.43
0.4 ,3.52,4.32,7,25,0,2,0,6,0,3,1147.50 ,0.00 ,0,0,65.6
0.4 ,2.64,4.32,11,17,0,2,0,7,0,0,8170.00 ,0.00 ,0,0,59.36
1.0 ,2.64,4.32,22,36,4,5,2,9,1,1,31870.00 ,0.00 ,0,0,69.52
0.6 ,2.64,2.88,9,17,0,2,0,9,0,0,6696.00 ,0.00 ,0,0,56.31
0.4 ,2.64,4.32,6,18,0,1,0,8,0,0,3254.50 ,0.00 ,0,0,61.06
0.6 ,2.64,4.32,10,9,0,8,0,8,0,0,1492.50 ,0.00 ,0,0,58.12
1.4 ,2.64,4.32,18,20,3,5,1,7,1,3,4581.00 ,169.00 ,1,1,67.47
0.6 ,2.64,5.76,10,24,0,5,0,6,0,0,3937.00 ,0.00 ,0,0,69.74
0.6 ,1.76,4.32,8,13,0,2,0,6,0,0,1486.00 ,0.00 ,0,0,55.8
0.8 ,2.2,4.32,8,31,0,2,0,8,0,1,3711.00 ,0.00 ,0,0,60.96
0.4 ,0.88,4.32,11,17,0,1,0,8,0,0,3025.00 ,0.00 ,0,0,59.35
0.6 ,2.64,5.76,10,19,0,6,0,8,0,0,2902.50 ,0.00 ,0,0,66.4
0.4 ,2.64,4.32,4,6,0,1,0,9,0,0,840.50 ,0.00 ,0,0,60.3
0.4 ,2.64,4.32,13,34,0,1,0,6,0,0,1912.50 ,0.00 ,0,0,64.51
1.0 ,2.64,4.32,8,19,4,3,0,9,0,1,806.00 ,0.00 ,0,0,64.38
0.4 ,1.76,3.6,9,6,0,1,0,3,0,0,1090.00 ,0.00 ,0,0,51.51
0.4 ,1.76,1.44,3,32,0,1,0,5,0,0,398.50 ,0.00 ,0,0,52.7
0.6 ,2.64,5.76,37,26,0,4,0,8,0,0,8924.00 ,0.00 ,0,0,69.5
0.4 ,2.64,5.76,5,8,0,1,0,6,0,0,2151.50 ,0.00 ,0,0,62.24
1.0 ,3.52,5.76,28,18,3,4,0,8,0,3,8244.50 ,2.00 ,0,1,68.26
0.4 ,2.64,5.76,168,13,0,1,0,7,0,0,8746.50 ,0.00 ,0,0,61.74
1.0 ,2.64,4.32,5,30,3,1,0,9,0,0,3030.00 ,0.00 ,0,0,62.6
1.8 ,2.64,4.32,5,26,5,2,0,8,0,2,4907.50 ,0.00 ,1,0,65.16
0.4 ,2.64,4.32,17,36,0,2,0,6,0,0,1658.50 ,0.00 ,0,0,68.01
0.6 ,2.64,4.32,16,16,0,2,0,9,0,0,5705.00 ,0.00 ,0,0,64.54
0.4 ,1.76,4.32,5,14,0,1,0,6,0,0,1343.00 ,0.00 ,0,0,56.02
0.6 ,3.52,4.32,7,31,0,2,0,8,0,5,18678.50 ,0.00 ,0,0,67.21
0.4 ,2.64,4.32,20,17,0,2,0,9,0,0,2305.00 ,0.00 ,0,0,65.92
1.4 ,2.64,5.76,17,18,3,5,1,8,1,1,7545.00 ,188.00 ,1,1,70.43
0.4 ,2.2,4.32,20,20,0,4,0,7,0,0,4322.00 ,0.00 ,0,0,63.94
0.4 ,0.88,2.88,2,0,0,1,0,5,0,0,71.50 ,0.00 ,0,0,46.73
0.2 ,1.76,2.16,5,21,0,0,0,3,0,0,0.00 ,0.00 ,0,0,50.5
1.2 ,2.64,4.32,15,23,1,6,0,6,0,1,2032.50 ,113.50 ,1,1,60.86
1.2 ,3.52,5.76,13,20,0,3,2,8,1,10,493.00 ,10.00 ,1,1,72.73
1.2 ,2.64,4.32,17,8,2,4,1,7,1,9,2224.50 ,539.50 ,1,1,67.95
1.2 ,3.52,6.48,29,4,2,16,2,6,1,22,5716.00 ,616.50 ,1,1,73.68
1.4 ,2.64,5.76,61,3,3,5,1,6,1,1,6791.00 ,61.00 ,1,1,69.28
1.8 ,2.2,4.32,11,26,5,4,1,8,1,1,1319.50 ,70.50 ,1,1,73.82
1.4 ,3.52,5.76,9,12,3,6,1,6,1,7,1607.00 ,688.50 ,1,1,69.52
1.4 ,3.52,5.76,77,6,4,6,3,8,1,10,13081.50 ,48.50 ,1,1,69.18
1.2 ,2.64,4.32,47,9,0,6,1,7,1,6,4719.00 ,17.00 ,1,1,61.02
1.8 ,2.64,4.32,13,16,6,1,0,9,0,1,889.00 ,102.50 ,1,1,62.1
1.8 ,4.4,6.48,29,15,6,16,3,9,1,15,1428.50 ,59.00 ,1,1,86.69
1.4 ,2.64,4.32,60,14,4,20,0,8,0,1,5033.50 ,8.50 ,1,1,65.39
1.8 ,2.64,5.76,7,17,5,6,1,7,1,134,660.50 ,115.50 ,1,1,73.69
1.2 ,3.52,6.48,25,5,0,10,7,3,1,3,0.00 ,0.00 ,1,0,77.48
0.4 ,2.64,4.32,9,18,0,2,0,9,0,1,4155.50 ,0.00 ,0,0,65.01
0.4 ,2.2,4.32,70,4,0,1,1,7,1,2,1755.00 ,0.00 ,0,0,56.7
1.8 ,2.64,4.32,5,6,5,4,0,9,0,7,1490.50 ,174.50 ,1,1,66.92
1.8 ,3.52,5.76,24,16,5,12,1,8,1,11,1853.00 ,323.50 ,1,1,81.32
1.8 ,3.52,4.32,25,17,4,10,1,7,1,35,419.00 ,429.00 ,1,1,79.91
1.4 ,3.52,4.32,37,24,3,6,0,9,0,10,12862.00 ,0.00 ,1,0,73.01
1.0 ,2.64,5.76,46,31,0,7,0,9,0,0,5379.50 ,16.00 ,0,1,73.59
1.4 ,0.88,4.32,25,5,3,5,1,8,1,0,4886.00 ,0.00 ,1,0,61.47
1.8 ,2.64,5.76,121,28,6,13,3,8,1,19,61312.50 ,954.00 ,1,1,77.16
1.2 ,3.52,5.76,12,5,1,3,1,6,1,5,3920.50 ,7.00 ,1,1,57.13
1.2 ,3.52,4.32,16,14,2,5,2,9,1,5,1423.50 ,189.50 ,1,1,71.87
1.4 ,3.52,5.76,15,26,4,6,2,8,1,14,383.00 ,106.50 ,1,1,82.45
1.2 ,2.64,4.32,15,4,1,6,2,8,1,1,3079.50 ,0.00 ,1,0,64.42
1.4 ,2.64,5.76,113,29,4,60,1,7,1,3,7824.00 ,402.00 ,0,1,76.23
0.8 ,2.64,4.32,10,28,0,4,0,5,0,0,267.50 ,0.00 ,0,0,63.81
0.4 ,2.64,4.32,5,9,0,1,0,8,0,0,839.00 ,0.00 ,0,0,60.03
0.4 ,1.76,4.32,6,18,0,1,0,5,0,1,3711.50 ,0.00 ,0,0,59.07
0.4 ,2.64,4.32,3,6,0,1,0,5,0,0,454.00 ,0.00 ,0,0,53.66
0.4 ,2.64,4.32,5,11,0,1,0,8,0,1,2163.00 ,0.00 ,0,0,60.44
0.4 ,1.76,4.32,3,29,0,1,0,8,0,0,540.00 ,0.00 ,0,0,54.44
1.2 ,2.64,4.32,17,19,0,5,1,9,1,1,3227.50 ,0.00 ,1,0,71.01
0.6 ,2.64,5.76,6,5,0,2,0,8,0,0,2080.50 ,0.00 ,0,0,54.26
0.4 ,2.64,4.32,16,11,0,2,0,6,0,0,5955.50 ,0.00 ,0,0,61.18
1.4 ,1.76,5.76,9,26,3,5,1,6,1,2,2354.00 ,202.50 ,1,1,75.73
1.4 ,2.64,4.32,12,21,3,1,1,8,1,1,2813.50 ,0.00 ,1,0,66.13
1.4 ,2.64,4.32,36,30,3,6,5,7,1,2,2649.00 ,85.50 ,1,1,69.47
1.0 ,3.52,4.32,10,21,1,2,0,7,0,0,2502.00 ,31.50 ,0,1,70.15
1.4 ,2.64,4.32,14,26,3,6,1,8,1,0,1758.50 ,40.50 ,1,1,74.12
1.8 ,3.52,5.76,28,19,6,3,0,9,0,1,4205.00 ,168.50 ,1,1,75.73
1.8 ,2.64,4.32,12,21,5,5,3,8,1,7,2964.00 ,221.50 ,1,1,72.56
1.0 ,2.64,4.32,4,18,3,3,1,9,0,6,384.00 ,30.50 ,0,1,64.12
1.4 ,3.52,5.76,80,27,3,4,1,5,1,15,834.00 ,168.50 ,1,1,80.4
1.4 ,2.64,4.32,30,19,4,5,0,8,0,0,2976.50 ,0.00 ,1,1,72.33
0.6 ,2.64,4.32,3,21,0,2,0,7,0,0,0.00 ,0.00 ,0,0,60.21
0.6 ,2.64,4.32,11,21,0,2,0,7,0,0,0.00 ,0.00 ,0,0,60.21
1.8 ,3.08,4.32,26,20,5,3,2,7,1,6,2456.00 ,386.50 ,1,1,71.1
1.4 ,3.52,4.32,46,4,4,15,1,6,1,12,0.00 ,3750.50 ,1,1,67.86
1.4 ,3.52,5.76,12,33,4,13,1,8,1,2,0.00 ,3709.50 ,1,1,71.85
1.2 ,4.4,4.32,8,11,2,5,1,7,1,1,1010.00 ,269.00 ,1,1,66.24
1.4 ,3.52,5.76,32,3,4,20,3,8,1,0,1247.50 ,0.00 ,1,0,64.29
0.2 ,1.76,2.88,2,20,0,0,0,8,0,0,1250.00 ,0.00 ,0,0,55.47
0.4 ,0.88,4.32,3,8,0,1,0,7,0,0,2241.50 ,0.00 ,0,0,53.07
0.6 ,2.64,5.76,60,18,0,5,1,7,1,16,11196.00 ,0.00 ,0,0,69.56
0.4 ,1.76,4.32,3,0,0,1,0,7,0,0,959.50 ,0.00 ,0,0,51.9
0.4 ,0.88,2.88,5,20,0,1,0,8,0,0,461.50 ,0.00 ,0,0,49.52
0.4 ,1.76,4.32,9,27,0,1,0,6,0,0,1794.00 ,0.00 ,0,0,60.96
0.4 ,1.76,4.32,3,5,0,1,0,7,0,0,4151.50 ,0.00 ,0,0,58.59
0.4 ,2.64,4.32,3,11,0,1,0,6,0,0,4640.50 ,0.00 ,0,0,58.49
0.8 ,2.64,4.32,8,19,0,3,0,8,0,0,751.00 ,0.00 ,0,0,66.18
0.4 ,2.64,4.32,8,12,0,1,0,9,0,0,751.00 ,0.00 ,0,0,58.14
0.6 ,2.64,5.76,10,24,0,4,0,8,0,0,1377.00 ,0.00 ,0,0,68.41
0.6 ,2.64,4.32,15,19,0,5,0,7,0,0,1502.50 ,0.00 ,0,0,64.46
0.4 ,2.64,4.32,43,31,0,4,0,6,0,0,7938.50 ,0.00 ,0,0,67.5
1.4 ,3.52,5.76,15,15,3,8,1,5,1,3,2185.00 ,0.00 ,1,0,71.52
1.8 ,2.64,4.32,140,29,6,4,0,8,0,0,8051.50 ,293.00 ,1,1,70.35
1.2 ,2.64,4.32,18,14,2,13,0,9,0,0,4303.00 ,161.00 ,1,1,73.49
1.4 ,3.52,4.32,217,31,3,9,0,6,0,0,8339.50 ,322.00 ,1,1,76.72
1.8 ,3.52,4.32,110,30,5,9,0,7,0,0,5397.50 ,292.00 ,1,1,79.14
1.2 ,2.64,4.32,9,33,7,2,0,7,0,0,942.50 ,0.00 ,0,0,69.87
0.4 ,1.76,2.88,2,2,0,1,0,5,0,0,0.00 ,0.00 ,0,0,49.66
0.4 ,2.64,5.76,13,10,0,2,0,6,0,0,950.00 ,0.00 ,0,0,66.29
0.6 ,2.64,4.32,18,23,0,2,0,5,0,0,1677.50 ,0.00 ,0,0,67.39
1.8 ,4.4,4.32,27,27,5,5,1,9,1,1,2730.00 ,657.00 ,1,1,75.26
1.4 ,3.52,4.32,90,14,3,19,1,7,1,1,3970.00 ,0.00 ,1,0,63.32
0.6 ,2.64,4.32,8,38,0,4,0,8,0,0,1776.00 ,0.00 ,0,0,66.08
1.8 ,3.52,4.32,16,17,5,4,0,7,0,0,2298.50 ,188.50 ,1,1,78.72
0.6 ,2.64,4.32,4,24,0,1,0,7,0,0,1775.00 ,0.00 ,0,0,64.86
0.6 ,3.52,4.32,20,10,0,3,0,8,0,15,5732.50 ,0.00 ,0,0,62.91
1.2 ,2.64,4.32,13,22,2,10,0,8,0,0,3083.00 ,0.00 ,1,0,71.55
0.8 ,1.76,4.32,5,14,0,2,0,8,0,0,1691.50 ,0.00 ,0,0,63.42
1.0 ,2.64,2.88,7,25,2,4,0,7,0,0,1505.00 ,0.00 ,0,0,62.23
1.2 ,2.64,4.32,15,21,2,6,1,7,1,2,2808.50 ,77.50 ,1,1,69.68
0.8 ,1.76,4.32,40,24,0,3,0,9,0,0,2862.00 ,0.00 ,0,0,65.61
1.4 ,2.64,5.76,9,18,3,6,1,6,1,3,1731.50 ,48.00 ,1,1,78.24
0.4 ,1.76,4.32,4,14,0,1,0,8,0,0,544.50 ,0.00 ,0,0,58.2
0.4 ,1.76,4.32,7,2,0,1,0,6,0,1,586.50 ,0.00 ,0,0,47.9
0.6 ,2.64,4.32,23,25,0,3,0,7,0,0,3111.50 ,0.00 ,0,0,59.92
0.4,2.64,2.88,24,40,0,2,0,12,0,0,5790.00 ,0.00 ,0,0,59.68
1.4,2.64,6.48,297,6,4,7,13,8,1,26,158028.00 ,701.00 ,1,1,70.36
0.6,3.52,5.76,18,27,0,2,2,25,0,1,1713.50 ,0.00 ,0,0,71.67
1.2,3.52,5.76,16,8,6,8,5,10,1,40,17476.50 ,0.50 ,0,1,72.35
