T_07,T_19,T_28,T_32,T_39,T_43,T_46,T_47,T_79,T_80,T_82,T_83,T_101,T_111,T_115,T_SC
0.8,3.52,5.76,170,24,0,2,2,68,0,69,74327.50 ,247.50 ,0,1,84.59
1,3.52,5.76,13,25,4,3,12,16,1,11,8125.50 ,115.50 ,0,1,75.82
2,3.52,5.76,10,41,21,4,0,27,0,4,863.50 ,184.00 ,1,1,73.12
1.2,3.52,4.32,37,44,5,11,4,31,1,6,10733.00 ,118.00 ,0,1,77
0.2,1.76,4.32,1,27,0,0,0,10,0,0,1406.00 ,0.00 ,0,0,62.88
1,3.52,5.76,7,13,2,2,0,22,0,2,3411.00 ,12.50 ,0,1,67.76
1,2.2,4.32,23,9,1,4,0,11,0,1,3499.50 ,0.00 ,0,0,67.55
1.2,2.2,5.76,26,14,8,3,5,12,1,3,10158.00 ,20.50 ,0,1,71.09
1,3.52,6.48,115,39,0,3,4,14,1,11,22875.00 ,231.50 ,0,1,84.56
1,3.52,5.76,35,17,0,3,4,9,1,6,34130.00 ,5.00 ,0,1,68.92
2,3.52,5.76,153,23,12,11,2,15,1,57,61028.50 ,253.00 ,1,1,82.95
0.4,3.52,4.32,18,29,0,1,3,23,1,3,9898.50 ,22.50 ,0,1,76.41
1,3.52,5.76,10,13,4,3,1,15,1,3,5081.50 ,6.50 ,0,1,66.28
2,3.52,5.76,181,36,15,10,1,31,0,9,65669.00 ,0.00 ,1,1,80.74
1.2,0.88,4.32,17,29,9,1,3,15,1,0,5119.00 ,66.50 ,0,1,65.84
1.2,2.64,4.32,64,25,6,4,1,10,0,6,6314.50 ,92.50 ,0,1,68.21
1.2,2.64,5.76,150,19,2,26,1,22,0,7,57169.50 ,0.00 ,1,0,68.27
1.6,2.64,5.76,39,9,5,17,5,11,1,21,8855.50 ,108.50 ,1,1,73.76
2,2.64,4.32,4,22,21,2,2,24,1,8,1723.00 ,174.00 ,1,1,70.95
0.4,0.88,4.32,37,12,0,3,0,23,0,0,5593.00 ,0.00 ,0,0,58.52
0.4,2.64,4.32,16,22,0,2,1,52,0,0,6391.50 ,13.00 ,0,1,59.32
1,3.52,5.76,29,32,3,3,2,25,1,0,28385.50 ,30.00 ,0,1,79.65
2,2.2,5.76,171,36,12,4,3,57,0,8,45793.50 ,99.50 ,1,1,74.59
1.2,2.64,5.76,30,46,7,2,2,20,0,4,33431.50 ,65.50 ,0,1,73.33
0.4,0.88,4.32,9,12,0,1,1,12,0,0,1172.50 ,0.00 ,0,0,55.62
0.4,1.76,4.32,9,19,0,1,1,22,0,0,4920.00 ,0.00 ,0,0,60.16
0.4,2.64,4.32,7,19,0,1,2,9,0,2,790.00 ,0.00 ,0,0,62.31
0.8,2.2,4.32,13,15,0,2,3,9,0,4,3490.50 ,0.00 ,0,0,61.25
1,2.64,4.32,5,11,2,3,0,13,0,4,1734.50 ,0.00 ,0,0,59.21
2,2.64,5.76,121,27,10,4,6,21,1,1,27013.50 ,178.00 ,1,1,78.31
2,3.52,5.76,14,43,20,4,2,22,1,26,2790.00 ,195.50 ,1,1,77.62
0.4,3.52,5.76,3,7,0,1,1,10,1,7,1133.00 ,0.00 ,0,0,66.34
0.6,1.76,4.32,4,22,0,1,0,11,0,0,11299.50 ,0.00 ,0,0,65.96
0.6,3.52,4.32,36,14,0,3,0,25,0,1,34115.00 ,0.00 ,0,0,68.79
1,3.52,5.76,37,27,0,3,4,28,1,4,4426.50 ,14.00 ,0,1,75.1
0.8,2.2,4.32,25,19,0,3,1,12,0,2,10961.50 ,0.00 ,0,0,67.44
1.2,2.64,4.32,33,22,7,4,5,15,1,2,9088.00 ,95.50 ,0,1,66.57
0.4,2.64,4.32,9,21,0,1,0,9,0,0,12217.50 ,0.00 ,0,0,67.3
1.6,2.64,4.32,6,20,5,2,1,23,0,6,3575.00 ,2.00 ,1,1,70.35
2,4.4,5.76,92,18,35,9,3,49,0,8,35559.50 ,0.00 ,1,0,86.67
1.2,3.52,4.32,17,10,0,4,3,9,1,1,3894.00 ,0.00 ,1,0,66.24
1.6,3.52,5.76,16,33,5,3,0,30,0,18,2210.50 ,0.00 ,1,0,75.77
0.8,1.76,5.76,8,13,0,4,1,11,0,1,12623.00 ,17.00 ,0,1,63.81
0.4,2.64,4.32,34,32,0,4,2,12,0,3,5168.00 ,0.00 ,0,0,69.25
0.4,2.64,4.32,17,36,0,1,2,11,1,1,11587.50 ,0.00 ,0,0,67.37
0.6,2.2,5.04,12,29,0,1,0,28,0,7,10373.00 ,0.00 ,0,0,76.25
0.8,3.52,5.76,6,22,0,2,2,10,1,12,1123.00 ,31.50 ,0,1,68.62
2,2.64,4.32,53,48,15,9,0,28,0,12,11650.00 ,492.50 ,1,1,83.4
0.4,2.64,4.32,17,15,0,1,1,13,0,2,2978.50 ,0.00 ,0,0,66.68
0.4,1.76,4.32,9,42,0,1,0,23,0,2,8789.50 ,0.00 ,0,1,60.86
0.4,2.64,4.32,6,23,0,1,0,25,0,0,479.00 ,0.00 ,0,0,65.63
0.6,2.64,5.76,21,14,0,5,2,15,0,1,9991.50 ,1.00 ,0,1,65.39
1,2.64,5.76,9,20,0,3,2,10,1,5,916.50 ,0.00 ,0,1,70.68
0.6,2.64,4.32,23,17,0,5,0,17,0,2,10730.00 ,13.00 ,0,1,67.87
0.4,2.64,5.76,9,9,0,1,0,11,0,0,2115.50 ,0.00 ,0,0,65.77
2,4.4,5.76,71,0,12,8,0,18,0,123,64506.00 ,10.50 ,1,1,66.44
0.4,2.64,4.32,24,38,0,2,2,13,0,0,5027.50 ,0.00 ,0,0,63.6
1.4,3.52,4.32,63,12,4,4,1,14,1,8,12074.00 ,0.00 ,1,0,64.22
1.2,3.52,4.32,11,14,0,1,2,11,1,5,2676.00 ,17.00 ,1,1,55.56
1.8,2.64,4.32,137,13,7,9,2,16,1,7,16823.00 ,0.00 ,1,0,62.86
0.6,3.52,4.32,68,7,0,3,3,10,0,0,12742.00 ,0.00 ,0,0,68.47
1.2,3.52,5.76,167,33,0,4,2,12,1,3,50406.50 ,19.50 ,1,1,79.44
1.2,3.52,5.76,56,9,2,8,2,12,0,4,10704.50 ,138.00 ,1,1,67.18
1.6,3.52,5.76,82,21,6,5,4,27,1,22,17298.00 ,313.50 ,1,1,74.39
0.4,2.64,4.32,42,26,0,4,1,19,0,1,9815.00 ,0.00 ,0,0,70.7
1.6,3.52,5.76,170,8,5,8,2,13,1,29,9243.00 ,0.00 ,1,0,78.87
1,1.76,4.32,12,26,1,2,0,23,0,0,1134.00 ,0.00 ,0,0,66.44
2,2.64,5.76,213,28,16,10,3,27,1,41,62505.00 ,505.50 ,1,1,81.66
0.4,2.64,4.32,39,23,0,2,1,25,0,7,2450.00 ,0.00 ,0,0,61.64
0.8,2.64,5.76,25,13,0,5,2,16,1,1,13739.50 ,76.00 ,0,1,67.81
1.4,2.64,4.32,178,36,4,4,3,13,1,3,14822.00 ,57.00 ,1,1,69.39
0.6,3.52,4.32,36,15,0,6,0,30,0,8,7684.00 ,26.00 ,0,1,69.26
2,2.64,5.76,94,24,18,8,5,27,1,18,36272.00 ,1467.50 ,1,1,81.12
0.4,2.64,4.32,6,22,0,1,1,13,0,0,4489.00 ,0.00 ,0,0,61.91
0.4,3.52,5.76,57,36,0,4,2,27,0,1,6505.00 ,0.00 ,0,0,68.54
0.6,1.76,4.32,4,16,0,2,0,12,0,0,399.00 ,0.00 ,0,0,65.74
0.4,1.76,4.32,31,15,0,1,1,11,0,3,3734.50 ,0.00 ,0,0,59.37
1,2.64,2.88,166,34,3,8,1,37,0,1,29969.50 ,201.00 ,0,1,73.97
1,2.64,4.32,31,15,3,3,2,18,1,1,14272.00 ,0.00 ,0,0,67.89
0.8,2.64,4.32,69,7,0,7,5,14,1,3,18070.00 ,56.50 ,0,1,66.36
1,2.64,4.32,6,33,2,2,1,10,1,4,8491.00 ,21.50 ,0,1,73.05
1.8,2.64,4.32,89,24,8,9,2,15,1,48,17087.00 ,148.00 ,1,1,75.52
1.8,3.52,5.76,7,22,7,3,1,10,1,3,3350.50 ,61.00 ,1,1,71.16
0.4,3.52,5.76,19,24,0,3,0,35,0,0,7175.00 ,0.00 ,0,0,67.36
1,3.52,4.32,75,26,4,5,1,21,0,4,9627.00 ,24.50 ,0,1,74.46
2,3.52,4.32,419,29,12,8,2,17,1,43,106221.50 ,809.00 ,1,1,78.35
0.6,2.64,5.76,11,14,0,5,1,17,0,0,1851.00 ,0.00 ,0,0,65.5
1.8,3.52,5.76,115,19,8,5,3,13,1,109,56938.00 ,1290.00 ,1,1,74.17
1.2,2.64,4.32,29,50,0,4,1,12,1,10,22292.00 ,134.00 ,1,1,72.19
2,2.64,4.32,9,22,13,2,2,25,1,5,511.00 ,24.00 ,1,1,67.26
1,2.64,4.32,20,25,0,2,0,13,0,0,6679.50 ,104.50 ,0,1,66.59
2,2.64,0.72,320,36,17,11,10,30,1,80,52911.00 ,433.00 ,1,1,60.31
0.4,2.64,4.32,16,20,0,1,2,23,0,0,4820.00 ,0.00 ,0,0,60.03
1.2,2.64,5.76,176,32,8,5,2,25,0,134,25763.00 ,488.00 ,0,1,75.39
2,3.52,5.76,158,34,14,6,7,22,1,76,54451.50 ,193.00 ,1,1,81.67
1.2,3.08,5.76,156,10,29,8,0,62,0,63,84730.00 ,459.00 ,0,1,75.53
1,2.64,4.32,41,31,0,8,3,16,1,5,19856.00 ,189.00 ,0,1,69.34
1.2,1.76,4.32,21,34,6,3,2,13,1,0,37237.00 ,179.00 ,0,1,64.36
0.4,2.64,4.32,8,22,0,1,0,10,0,7,1863.50 ,9.00 ,0,1,62.89
2,2.64,4.32,73,24,12,5,5,27,1,1,16019.00 ,126.50 ,1,1,70.68
1,2.64,4.32,9,8,4,4,2,11,1,10,1539.50 ,77.00 ,0,1,62.57
2,2.64,4.32,118,21,12,6,4,23,1,6,24124.00 ,256.50 ,1,1,78.21
1.2,2.64,4.32,27,36,5,2,0,20,0,14,7307.50 ,0.00 ,0,0,69.21
1.2,3.52,4.32,150,41,11,4,1,19,0,8,15868.50 ,0.00 ,0,0,74.38
0.4,2.64,4.32,45,37,0,1,1,51,0,1,4640.00 ,0.00 ,0,0,60.99
1,2.64,4.32,13,22,1,7,6,10,1,3,6074.00 ,111.00 ,0,1,64.12
0.6,2.64,5.76,15,45,0,5,1,28,0,3,1658.00 ,0.00 ,0,0,71.75
1.6,3.52,4.32,27,32,6,7,2,31,1,10,9995.50 ,231.50 ,1,1,74.05
0.8,3.52,4.32,19,15,0,4,3,23,0,0,32808.00 ,0.00 ,0,0,62.89
1.8,4.4,5.76,25,17,8,6,2,18,1,67,3828.50 ,8.00 ,1,1,72.2
1.6,3.52,5.76,70,32,6,8,5,23,1,5,12530.00 ,454.50 ,1,1,82.16
1,2.64,5.76,24,15,4,13,1,18,0,12,3543.50 ,0.00 ,0,1,73.37
0.6,2.64,5.76,128,10,0,5,2,47,0,12,67808.50 ,16.00 ,0,1,71.32
1,2.64,5.76,60,38,3,5,3,11,1,7,12447.50 ,3.00 ,0,1,75.42
0.8,3.52,5.76,99,24,0,19,1,21,0,47,50727.00 ,0.00 ,0,0,78.47
0.4,3.52,4.32,15,14,0,1,1,16,0,1,15603.00 ,357.00 ,0,1,62.94
2,2.64,5.76,108,32,19,27,1,25,0,70,22585.00 ,0.00 ,1,1,74.28
0.6,3.52,4.32,14,40,0,2,0,22,0,0,1895.00 ,0.00 ,0,0,70.34
1.8,3.52,4.32,20,23,9,5,2,21,1,17,1869.50 ,95.00 ,1,1,72.75
2,4.4,5.76,199,35,14,32,2,20,1,72,23394.00 ,2962.00 ,1,1,90.24
0.4,2.64,4.32,8,33,0,2,2,22,0,0,577.50 ,0.00 ,0,0,66.23
0.6,4.4,6.48,22,25,0,4,1,20,0,11,4340.00 ,0.00 ,0,0,80.2
0.6,3.52,5.76,25,7,0,4,0,9,0,2,2652.50 ,15.00 ,0,1,59.95
2,3.52,5.76,150,33,20,7,0,28,0,8,51843.50 ,15.50 ,1,1,77.55
1.2,3.52,5.76,81,43,23,4,3,45,1,5,20367.00 ,44.50 ,0,1,75.9
1.8,3.52,5.76,102,37,7,7,0,10,0,3,10039.50 ,39.00 ,1,1,72.38
0.8,3.52,4.32,5,26,0,2,0,13,0,29,2186.00 ,0.00 ,0,0,68.1
0.6,0.88,3.6,26,15,0,1,0,18,0,1,7181.00 ,0.00 ,0,1,53.73
0.4,1.76,4.32,15,29,0,0,0,66,0,0,3069.50 ,0.00 ,0,0,54.35
0.4,2.64,4.32,9,48,0,1,0,41,0,0,2872.00 ,0.00 ,0,0,69.42
1,2.64,4.32,6,25,0,1,0,17,0,2,3224.00 ,0.00 ,0,1,58.97
2,3.52,5.76,10,12,12,4,1,15,1,10,2415.00 ,65.50 ,1,1,67.02
1,3.52,5.76,12,13,4,3,0,15,0,1,7736.50 ,42.00 ,0,1,64.06
1.2,3.52,4.32,91,9,2,13,2,11,1,39,30804.00 ,459.00 ,1,1,66.78
0.4,1.76,4.32,9,20,0,1,0,21,0,0,4702.50 ,0.00 ,0,0,60.92
0.6,3.52,5.76,32,48,0,4,0,26,0,6,18896.00 ,0.00 ,0,0,70.43
0.4,2.64,4.32,16,48,0,1,0,11,0,0,1512.00 ,0.00 ,0,0,59.69
0.4,2.64,4.32,28,34,0,2,0,11,0,2,13791.50 ,0.00 ,0,1,58.91
0.4,2.64,4.32,28,25,0,1,1,25,1,9,15160.00 ,2.00 ,0,1,67.26
1,3.52,4.32,22,21,4,4,1,24,0,3,12746.00 ,295.00 ,0,1,71.35
1,0.88,4.32,32,33,0,1,1,28,0,0,7637.50 ,0.00 ,0,0,54.49
1.6,3.52,5.76,20,21,5,6,0,10,0,2,2369.00 ,0.50 ,1,1,77.59
0.6,2.2,5.76,35,14,0,1,0,33,0,0,38731.00 ,0.00 ,0,1,56.96
0.4,2.64,4.32,20,27,0,3,0,10,0,25,32191.50 ,0.00 ,0,0,77.26
1,3.52,6.48,16,14,2,4,0,16,0,65,7157.50 ,17.00 ,0,1,64.42
0.4,2.64,4.32,8,29,0,1,0,9,0,0,1450.50 ,0.00 ,0,0,58.53
0.8,2.64,4.32,15,15,0,5,0,13,0,41,4625.50 ,49.00 ,0,1,61.42
1,0.88,4.32,9,9,2,4,0,12,0,1,6425.50 ,0.00 ,0,0,55.81
0.6,2.64,4.32,15,23,0,2,0,20,0,1,12453.50 ,0.00 ,0,0,67.96
0.6,2.64,4.32,8,29,0,2,0,22,0,0,7483.00 ,0.00 ,0,0,55.77
1,1.76,4.32,8,38,1,3,0,20,0,0,7771.50 ,55.00 ,0,1,66.77
1,2.64,4.32,10,35,3,2,0,17,0,5,2879.00 ,1.00 ,0,1,61.03
1,2.64,4.32,11,37,4,5,2,10,1,13,2905.50 ,0.00 ,0,0,67.03
1,1.76,4.32,6,27,0,2,1,14,0,0,9810.00 ,77.50 ,0,1,58.8
0.4,3.52,4.32,6,16,0,1,0,12,0,7,154.50 ,0.00 ,0,0,57.29
1.2,3.52,4.32,47,12,14,2,1,39,1,8,10217.50 ,187.00 ,0,1,62.01
2,3.52,4.32,15,24,18,6,0,27,0,7,23569.50 ,0.00 ,1,0,66.56
1.2,3.52,4.32,6,20,9,2,0,13,0,6,1936.00 ,0.00 ,0,0,60.39
1.6,3.52,5.76,20,27,6,3,1,15,1,38,3694.50 ,0.00 ,1,0,72.39
0.6,3.52,5.76,18,27,0,4,1,17,1,29,2377.50 ,52.50 ,0,1,77.01
0.4,2.64,4.32,3,26,0,1,0,17,0,1,309.00 ,0.00 ,0,0,59.05
1.6,3.52,5.76,72,26,5,6,2,28,1,11,11993.00 ,199.00 ,1,1,71.81
0.4,1.76,4.32,4,14,0,4,0,16,0,0,15664.50 ,0.00 ,0,1,61.2
0.4,2.64,5.76,5,38,0,2,0,30,0,0,1299.00 ,0.00 ,0,0,66.64
1,2.64,4.32,7,23,1,2,0,16,0,1,1829.00 ,0.00 ,0,0,56.53
0.4,2.64,5.76,3,24,0,1,0,18,0,0,881.00 ,0.00 ,0,0,57.58
0.4,1.76,4.32,14,33,0,1,0,29,0,0,9156.50 ,0.00 ,0,0,63.77
1,1.76,3.6,3,46,0,1,0,37,0,0,612.50 ,0.00 ,0,1,55.54
0.4,2.64,4.32,8,36,0,1,0,15,0,0,1493.50 ,0.00 ,0,0,64.61
0.4,2.64,4.32,36,29,0,8,0,27,0,0,38985.00 ,0.00 ,0,0,68.26
0.4,2.2,4.32,104,45,0,3,0,48,0,5,25994.00 ,0.00 ,0,0,62.41
0.4,2.64,4.32,5,50,0,1,0,37,0,0,717.00 ,0.00 ,0,0,59.67
0.8,1.76,4.32,7,35,0,2,0,29,0,3,1902.00 ,0.00 ,0,0,53.47
0.6,2.64,5.76,6,45,0,2,0,17,0,0,2461.00 ,6.00 ,0,1,64.39
0.6,1.76,4.32,5,15,0,2,0,11,0,1,5906.50 ,0.00 ,0,0,54.37
0.6,3.52,4.32,9,28,0,3,0,31,0,1,496.00 ,41.50 ,0,1,62.99
0.6,2.64,4.32,15,42,0,3,0,24,0,0,1873.00 ,0.00 ,0,0,62.69
0.8,3.52,4.32,103,17,0,5,0,17,0,6,99207.50 ,1850.00 ,0,1,64.59
0.6,2.64,5.76,13,38,0,3,0,38,0,0,1408.00 ,0.00 ,0,0,72.57
0.6,2.64,5.76,80,39,0,4,0,13,0,0,17551.50 ,0.00 ,0,0,71.88
0.8,1.76,4.32,6,31,0,2,0,20,0,0,17636.50 ,0.00 ,0,0,56.01
1.2,2.64,4.32,54,36,9,6,1,20,1,11,16436.50 ,89.50 ,0,1,64.71
1,1.76,4.32,10,29,2,3,0,18,0,2,2151.50 ,0.00 ,0,0,62.69
1,1.76,4.32,13,23,2,4,0,7,0,0,1588.50 ,0.00 ,0,0,57.8
0.8,2.64,4.32,40,26,0,3,0,20,0,11,6418.50 ,0.00 ,0,0,69.33
0.8,2.64,5.76,94,42,0,5,0,37,0,15,30192.50 ,0.00 ,0,0,74.74
1.2,2.64,5.76,15,39,10,3,1,26,1,6,13211.50 ,278.50 ,0,1,72.37
0.4,2.64,4.32,5,24,0,1,0,26,0,1,3195.50 ,0.00 ,0,0,55.61
1.2,2.64,2.88,10,23,7,3,0,20,0,1,10785.50 ,0.00 ,0,0,58.08
0.6,2.64,4.32,8,33,0,2,0,22,0,0,4845.00 ,0.00 ,0,0,57.67
0.4,1.76,4.32,2,24,0,1,0,20,0,1,1150.00 ,0.00 ,0,0,59.12
1.8,1.76,4.32,37,19,8,11,2,12,1,7,3172.50 ,201.00 ,1,1,62.51
0.6,1.76,5.76,5,26,0,2,0,29,0,13,958.50 ,0.00 ,0,0,68.36
0.4,2.64,5.76,111,39,0,5,0,32,0,8,76777.50 ,0.00 ,0,0,74.07
1.2,3.52,5.76,50,22,5,6,0,12,0,99,14004.00 ,67.50 ,0,1,72.04
1.8,2.64,6.48,11,41,9,4,0,24,0,25,4639.00 ,0.00 ,1,0,72.62
2,2.64,4.32,48,38,18,7,3,51,1,4,7162.50 ,144.00 ,1,1,74.51
0.6,2.64,5.76,4,8,0,2,0,10,0,1,590.00 ,0.00 ,0,0,51.68
0.4,1.76,4.32,8,28,0,1,0,11,0,0,8013.50 ,0.00 ,0,0,56.17
2,2.64,4.32,76,16,21,6,0,24,0,38,37923.50 ,0.00 ,1,0,71.06
1.8,3.52,6.48,40,11,7,11,2,11,1,33,9293.50 ,112.00 ,1,1,74.77
0.4,2.64,5.76,28,32,0,1,0,24,0,0,51668.50 ,0.00 ,0,0,71.23
1.2,2.64,5.04,17,24,6,4,0,18,0,4,7911.50 ,112.50 ,0,1,67.53
0.4,2.64,5.76,75,23,0,1,0,14,0,0,27342.50 ,0.00 ,0,0,68.3
1.2,4.4,4.32,94,20,2,10,0,16,0,81,106236.50 ,0.00 ,1,0,76.34
1.2,2.64,4.32,24,16,7,6,0,14,0,0,14387.00 ,389.00 ,0,1,57.36
0.4,1.76,4.32,51,35,0,2,1,19,0,0,33980.50 ,0.00 ,0,0,60.52
1.2,3.52,5.76,80,21,12,12,0,23,0,11,41332.50 ,409.00 ,0,1,72.95
0.6,1.76,5.76,15,21,0,1,1,13,0,6,2290.00 ,0.00 ,0,0,63.24
1.2,1.76,5.76,5,35,9,3,0,13,0,0,4280.00 ,49.50 ,0,1,60.96
0.4,2.64,4.32,15,15,0,1,0,11,0,0,4309.00 ,0.00 ,0,0,50.62
1.6,1.76,2.88,16,26,6,3,0,24,0,1,3805.50 ,131.50 ,1,1,59.96
1.6,2.64,4.32,17,33,5,3,0,9,0,30,50067.00 ,298.50 ,1,1,64.27
0.6,2.64,4.32,10,14,0,4,0,10,0,0,6303.00 ,0.00 ,0,0,55.94
1,2.64,4.32,4,35,3,2,0,20,0,0,1690.00 ,0.00 ,0,0,55.75
0.6,2.64,4.32,9,25,0,5,0,23,0,0,4926.50 ,0.00 ,0,0,63.76
2,2.64,4.32,56,24,10,7,1,17,0,5,58569.00 ,457.00 ,1,1,63.9
1,2.64,5.76,5,9,2,3,0,11,0,2,1681.00 ,34.50 ,0,1,60.27
1,0.88,2.88,39,10,1,5,1,9,1,0,35184.00 ,0.00 ,0,0,54.41
0.4,2.64,4.32,52,38,0,1,1,12,0,10,56913.50 ,0.00 ,0,0,71.32
0.4,1.76,4.32,3,31,0,1,0,13,0,0,660.50 ,26.00 ,0,1,53.98
0.4,2.64,4.32,38,15,0,1,0,13,0,1,7832.50 ,0.00 ,0,0,58.08
0.8,2.64,5.04,18,37,0,3,0,21,0,9,6837.50 ,1.50 ,0,1,61.98
2,2.64,4.32,47,28,10,5,0,26,0,1,14662.00 ,0.00 ,1,0,64.89
0.4,1.76,4.32,5,30,0,1,0,16,0,0,1653.50 ,0.00 ,0,0,57.12
0.8,2.64,5.76,73,38,0,15,0,40,0,0,74730.00 ,0.00 ,0,0,73.29
0.6,2.64,4.32,46,36,0,5,0,29,0,0,35469.50 ,0.00 ,0,0,65.55
1.2,2.64,4.32,28,45,10,3,0,20,0,12,7411.00 ,159.00 ,0,1,65.51
1.4,2.64,4.32,11,17,3,3,1,9,1,9,2663.50 ,0.00 ,1,0,61.85
2,0.88,5.76,25,12,10,9,0,12,0,2,2686.50 ,131.00 ,1,1,62.21
1,2.64,5.76,24,7,1,5,1,9,1,13,7135.50 ,0.00 ,0,0,57.69
1.2,2.64,5.76,57,20,5,6,1,11,1,46,19663.50 ,436.50 ,0,1,66.44
1.6,2.64,5.76,24,25,6,3,0,20,0,2,21624.00 ,115.50 ,1,1,73.72
1.2,3.52,5.76,197,19,1,28,0,38,0,11,43812.00 ,307.00 ,1,1,71.4
1.2,2.64,5.76,27,20,5,7,0,13,0,12,8793.50 ,240.50 ,0,1,64.79
0.4,1.76,4.32,20,32,0,1,0,24,0,0,3515.50 ,0.00 ,0,1,64
2,3.52,5.76,136,44,23,15,1,55,1,54,37450.00 ,279.00 ,1,1,76.16
1.2,2.64,5.76,20,11,1,5,2,14,1,51,3639.50 ,90.50 ,1,1,69.36
1.8,2.2,4.32,20,22,8,7,0,19,0,1,9253.00 ,263.50 ,1,1,67.87
1.2,1.76,4.32,13,26,7,2,0,17,0,4,12555.00 ,196.50 ,0,1,66.65
1.2,2.64,4.32,17,25,11,8,0,21,0,0,13328.50 ,62.00 ,0,1,63.47
0.4,2.64,5.76,5,39,0,2,1,29,1,0,7067.50 ,0.00 ,0,0,65.26
0.6,3.52,5.76,27,22,0,4,3,17,1,9,2794.50 ,32.00 ,0,1,72.1
0.6,2.64,4.32,7,28,0,2,0,24,0,0,2756.00 ,8.00 ,0,1,58.37
1.4,2.64,5.04,37,11,4,5,1,14,1,8,9257.00 ,269.00 ,1,1,65.18
0.4,1.76,4.32,16,4,0,1,0,37,0,3,10798.00 ,0.00 ,0,0,56.7
0.8,2.64,5.76,30,31,0,7,0,13,0,0,30274.00 ,9.00 ,0,1,69.03
1.2,3.52,4.32,82,40,2,17,0,28,0,8,52646.00 ,0.00 ,1,0,72.15
0.4,1.76,4.32,60,42,0,1,0,24,0,0,3404.00 ,0.00 ,0,0,58.5
1.8,2.64,4.32,59,12,8,10,0,14,0,1,38257.50 ,655.50 ,1,1,65.09
0.4,1.76,4.32,23,14,0,2,0,13,0,0,2604.50 ,0.00 ,0,0,59.56
2,2.64,4.32,10,22,11,5,1,16,0,7,3501.00 ,100.00 ,1,1,66.69
0.4,2.64,4.32,13,30,0,1,0,17,0,6,2666.50 ,0.00 ,0,0,62.49
0.8,2.64,4.32,38,21,0,3,0,17,0,0,48520.00 ,0.00 ,0,0,65.64
0.6,1.76,4.32,10,19,0,1,0,12,0,4,8473.00 ,0.00 ,0,0,57.2
1.8,2.64,4.32,14,28,8,2,0,10,0,1,5064.00 ,110.50 ,1,1,64.9
0.8,2.64,4.32,10,7,0,2,0,10,0,7,4691.50 ,0.00 ,0,0,58.38
